id,state,union_territory,district,city,category,subcategory,place_name,description,history,year_established,unesco_status,asi_protected,latitude,longitude,altitude,address,pincode,opening_days,opening_time,closing_time,entry_fee_indian,entry_fee_foreigner,student_discount,senior_citizen_discount,parking_available,wheelchair_accessible,guided_tours,audio_guide,photography_allowed,videography_allowed,best_time_to_visit,average_visit_duration,nearest_airport,nearest_railway_station,nearest_bus_station,official_website,contact_number,email,rating,number_of_reviews,main_image_url,gallery_image_1,gallery_image_2,gallery_image_3,gallery_image_4,gallery_image_5,status,created_at,updated_at
11,Assam,No,Sivasagar,Sivasagar,Historical Monuments,Ahom Monument,Rang Ghar,"Rang Ghar is a ahom monument located in Assam, categorized under Historical Monuments. Ahom-era amphitheatre, one of the oldest pavilions of its kind in Asia. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Ahom-era amphitheatre, one of the oldest pavilions of its kind in Asia. The site dates to 1746, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1746,No,Yes,26.985,94.6386,NULL,"Rang Ghar, Sivasagar, Sivasagar, Assam, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,8839,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
12,Bihar,No,Gaya,Bodh Gaya,Buddhist Sites,UNESCO Site,Mahabodhi Temple,"Mahabodhi Temple is a unesco site located in Bihar, categorized under Buddhist Sites. UNESCO World Heritage Site marking the spot where Buddha attained enlightenment. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO World Heritage Site marking the spot where Buddha attained enlightenment. The site dates to 3rd century BCE, rebuilt 5th-6th century CE, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.","3rd century BCE, rebuilt 5th-6th century CE",Yes,Yes,24.6959,84.9917,NULL,"Mahabodhi Temple, Bodh Gaya, Gaya, Bihar, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.7,8877,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
13,Bihar,No,Nalanda,Nalanda,Archaeological Sites,UNESCO Site,Nalanda Mahavihara,"Nalanda Mahavihara is a unesco site located in Bihar, categorized under Archaeological Sites. Ruins of an ancient Buddhist monastic university, a UNESCO World Heritage Site. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Ruins of an ancient Buddhist monastic university, a UNESCO World Heritage Site. The site dates to 5th century CE, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",5th century CE,Yes,Yes,25.1358,85.4436,NULL,"Nalanda Mahavihara, Nalanda, Nalanda, Bihar, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.3,3620,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
14,Bihar,No,Patna,Patna,Museums,Archaeology Museum,Patna Museum,"Patna Museum is a archaeology museum located in Bihar, categorized under Museums. Houses archaeological, art, and natural history collections including Mauryan-era artifacts. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Houses archaeological, art, and natural history collections including Mauryan-era artifacts. The site dates to 1917, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1917,No,No,25.6127,85.1408,NULL,"Patna Museum, Patna, Patna, Bihar, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,9791,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
15,Chhattisgarh,No,Bastar,Jagdalpur,Waterfalls,Natural Site,Chitrakote Falls,"Chitrakote Falls is a natural site located in Chhattisgarh, categorized under Waterfalls. Widest waterfall in India on the Indravati River, often called India's Niagara. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Widest waterfall in India on the Indravati River, often called India's Niagara. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,19.19,81.67,NULL,"Chitrakote Falls, Jagdalpur, Bastar, Chhattisgarh, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Limited,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,8103,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
16,Chhattisgarh,No,Bilaspur,Ratanpur,Temples,Heritage Temple,Mahamaya Temple,"Mahamaya Temple is a heritage temple located in Chhattisgarh, categorized under Temples. Ancient Kalachuri-era temple dedicated to goddess Mahamaya. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Ancient Kalachuri-era temple dedicated to goddess Mahamaya. The site dates to 10th-12th century, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",10th-12th century,No,Yes,22.29,82.17,NULL,"Mahamaya Temple, Ratanpur, Bilaspur, Chhattisgarh, India",NULL,Daily,05:00,21:00,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.5,5954,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
17,Chhattisgarh,No,Kanker,Kanger Valley,National Parks,National Park,Kanger Valley National Park,"Kanger Valley National Park is a national park located in Chhattisgarh, categorized under National Parks. National park known for limestone caves, waterfalls, and dense sal forests. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","National park known for limestone caves, waterfalls, and dense sal forests. The site dates to 1982, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1982,No,No,18.9333,81.9333,NULL,"Kanger Valley National Park, Kanger Valley, Kanker, Chhattisgarh, India",NULL,Daily (seasonal closure varies),06:00,18:00,150,800,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,2446,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
18,Goa,No,North Goa,Old Goa,Churches,UNESCO Site,Basilica of Bom Jesus,"Basilica of Bom Jesus is a unesco site located in Goa, categorized under Churches. UNESCO World Heritage Site holding the remains of St. Francis Xavier. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO World Heritage Site holding the remains of St. Francis Xavier. The site dates to 1605, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1605,Yes,Yes,15.5008,73.9114,NULL,"Basilica of Bom Jesus, Old Goa, North Goa, Goa, India",NULL,Daily,05:00,21:00,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to February,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.7,1678,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
19,Goa,No,North Goa,Old Goa,Churches,UNESCO Site,"Se Cathedral, Old Goa","Se Cathedral, Old Goa is a unesco site located in Goa, categorized under Churches. One of the largest churches in Asia, part of the Churches and Convents of Goa UNESCO site. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","One of the largest churches in Asia, part of the Churches and Convents of Goa UNESCO site. The site dates to 1619, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1619,Yes,Yes,15.5024,73.9122,NULL,"Se Cathedral, Old Goa, Old Goa, North Goa, Goa, India",NULL,Daily,05:00,21:00,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to February,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.1,185,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
20,Goa,No,North Goa,Calangute,Beaches,Popular Beach,Calangute Beach,"Calangute Beach is a popular beach located in Goa, categorized under Beaches. One of Goa's largest and most visited beaches. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","One of Goa's largest and most visited beaches. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,15.5439,73.7553,NULL,"Calangute Beach, Calangute, North Goa, Goa, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Limited,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to February,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.6,1148,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
21,Gujarat,No,Kutch,Bhuj,Natural Heritage Sites,Salt Desert,Rann of Kutch,"Rann of Kutch is a salt desert located in Gujarat, categorized under Natural Heritage Sites. Vast seasonal salt marsh, famous for the Rann Utsav festival. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Vast seasonal salt marsh, famous for the Rann Utsav festival. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,23.7337,69.8597,NULL,"Rann of Kutch, Bhuj, Kutch, Gujarat, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.1,3194,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
